smiles_r,human_VDss_L_kg,human_CL_mL_min_kg,human_fup,human_mrt,human_thalf
C#C[C@]1(OS(=O)(=O)O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,-0.21467016498923297,0.11394335230683679,,0.8920946026904804,0.9684829485539351
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(O)=NO)cc23)c1,-0.25181197299379954,1.0788191830988487,,-0.10790539730951958,0.6998377258672457
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,-0.11350927482751812,0.22788670461367352,-1.154901959985743,0.8779469516291882,0.8129133566428556
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)C(C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,1.0413926851582251,1.0,-0.6989700043360187,1.255272505103306,1.2304489213782739
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)C(C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,1.1583624920952498,0.3364597338485295,-0.6575773191777937,2.0437551269686796,1.965201701025912
C/C(=C\c1csc(C)n1)[C@@H]1C[C@H]2[C@@H](CCC[C@H](C)[C@H](O)C(C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1)N2CCOC(=O)OCCSSCC(NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)CCC(NC(=O)c1ccc(NCc2cnc3[nH]c(N)nc(=O)c3n2)cc1)C(=O)O)C(=O)O,-1.0457574905606752,0.39093510710337914,,-0.22184874961635637,-0.3010299956639812
C/C=C/CC(C)C(=O)C1C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0.25527250510330607,0.414973347970818,-1.6575773191777938,1.0791812460476249,1.0
C/C=C/C[C@@H](C)[C@@H](O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0.5185139398778875,0.8750612633917001,-1.1674910872937636,0.8633228601204559,0.8633228601204559
C/C=C/c1cc(OC)c(OC)cc1OC,0.0,0.9444826721501687,,0.2787536009528289,0.568201724066995
C1COC(=NC(C2CC2)C2CC2)N1,0.6532125137753437,0.8512583487190752,-0.045757490560675115,1.0253058652647702,0.919078092376074
C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCN=C(N)N)n(C)c4)n(C)c3)n(C)c2)n(C)c1,-0.44369749923271273,0.7118072290411911,,0.07918124604762482,0.919078092376074
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,0.8254261177678232,1.1319392952104246,,0.9153998352122699,1.3769417571467588
C=C(CC(NC(=O)c1ccc(CCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,-0.15490195998574322,0.4885507165004443,,0.5774917998372253,0.9138138523837167
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,-0.585026652029182,0.9395192526186185,,-0.3010299956639812,-0.3010299956639812
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,-0.6020599913279624,-0.5086383061657274,,1.123524980942732,1.0413926851582251
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,,-0.08618614761628333,,,1.6866362692622934
C=C1CC[C@@H]2[C@](C)(COC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@@H]1/C=C/c1ccoc1O,-0.8860566476931633,0.3010299956639812,,0.0,0.2787536009528289
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0.9138138523837167,1.1760912590556813,-0.18708664335714442,0.9590413923210936,0.9444826721501687
C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)O[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC,0.1643528557844371,-0.12493873660829995,-0.36653154442041347,1.5118833609788744,1.5774917998372253
C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.9890046156985368,1.214843848047698,-1.5228787452803376,0.9956351945975499,0.6989700043360189
C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)C2SC1,-0.619788758288394,0.0,-0.5086383061657274,0.5910646070264992,0.505149978319906
C=CC=Nc1c(O)cc2c(O)c1CC(C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)C(OC)=CC=CC(C)C(=O)N2,0.3010299956639812,1.00774777800074,,0.5145477526602861,0.47712125471966244
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,0.04139268515822508,1.0791812460476249,-0.5686362358410126,0.17609125905568124,0.2041199826559248
C=CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.07918124604762482,-0.15490195998574322,-2.0,1.4313637641589874,1.414973347970818
C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,0.43456890403419873,1.0791812460476249,-0.3979400086720376,0.5763413502057929,0.49692964807321494
C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,0.2041199826559248,0.8195439355418687,,0.6020599913279624,0.4471580313422192
C=CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,0.36172783601759284,0.7379873263334308,,0.8450980400142568,0.6812412373755872
C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,0.23044892137827394,1.3617278360175928,-0.2676062401770315,0.07918124604762482,0.04139268515822508
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,1.5486350598147516,-0.01322826573375516,-2.0,2.7831886910752575,3.1283992687178066
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,-0.14266750356873156,0.8864907251724818,-0.721246399047171,0.1931245983544616,0.037426497940623665
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,-0.6777807052660807,0.568201724066995,-0.2676062401770315,-0.022276394711152257,0.2041199826559248
C=CC[N@@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(C=C([C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,-0.494850021680094,0.11394335230683679,,0.6127838567197355,0.5563025007672873
C=CCc1ccccc1OCC(O)CNC(C)C,0.505149978319906,1.1760912590556813,-0.744727494896694,0.5563025007672873,0.3979400086720376
C=C[C@@H]1CNCC[C@@H]1CCCc1ccnc2ccc(OC)cc12,1.3873898263387294,1.414973347970818,,1.1931245983544616,1.08278537031645
C=C[C@@H]1C[C@]1(NC(=O)C1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,0.4424797690644485,1.0711452904510828,-1.9208187539523751,0.5932860670204573,1.3010299956639813
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.4623979978989561,0.6020599913279624,-0.585026652029182,1.0791812460476249,0.8195439355418687
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.25527250510330607,0.2787536009528289,-0.5228787452803376,1.2041199826559248,1.0413926851582251
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@@]2(C)C3C(=O)CC[C@@]3(CC[C@H]2C)[C@@H](C)[C@@H]1O,0.12057393120584989,0.5976951859255123,-0.7695510786217261,0.7427251313046983,0.8061799739838872
C=Cc1c(C)c2[nH]c1=Cc1[nH]c(c(=CCC(=O)O)c1C)=Cc1[nH]c(c(C)c1CCC(=O)OC)CC1=NC(=C3C=CC(C(=O)OC)=C(C(=O)OC)[C@@]13C)C=2,-0.2006594505464183,0.2041199826559248,,0.8195439355418687,0.7481880270062004
C=c1cc(C)[nH]c1=Cc1c(O)[nH]c2ccccc12,-0.00877392430750515,1.146128035678238,-2.0969100130080562,0.06818586174616162,-0.08092190762392612
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,-0.431798275933005,1.2041199826559248,-0.3979400086720376,-0.4089353929735008,-0.24412514432750865
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1.2041199826559248,0.2787536009528289,,2.146128035678238,2.110589710299249
CC#C[C@]1(O)CC[C@H]2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)C[C@@]21C,-0.3467874862246563,-0.3010299956639812,-1.6989700043360187,1.1958996524092338,1.2201080880400552
CC(=CC(C(C)C)N(C)C(=O)C(NC(=O)C1CCCCN1C(C)C)C(C)(C)C)C(=O)O,0.10037054511756291,-0.01322826573375516,,1.3324384599156054,1.2430380486862944
CC(=N)N1CC[C@H](Oc2ccc(C(Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,0.1903316981702915,0.26951294421791633,,1.1583624920952498,1.3805730030668872
CC(=N)N1CC[C@H](SC2=C(C(=O)O)N3C(=O)C([C@@H](C)O)[C@H]3C2)C1,-0.721246399047171,0.414973347970818,,0.07918124604762482,-0.017728766960431606
CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,-0.7958800173440752,-2.154901959985743,-2.0,2.5646660642520893,2.5440680443502757
CC(=O)C1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.3010299956639812,1.3424226808222062,-2.0,0.17609125905568124,0.6720978579357175
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-0.8860566476931633,-1.2596373105057561,-1.8239087409443189,1.5910646070264993,1.462397997898956
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.25527250510330607,1.5910646070264993,-0.2924298239020636,-0.11350927482751812,0.07918124604762482
CC(=O)C[C@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,-0.619788758288394,0.10720996964786839,-1.6989700043360187,0.494850021680094,0.8585371975696391
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,-0.6989700043360187,0.15836249209524964,0.0,0.36172783601759284,0.3222192947339193
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-0.7958800173440752,0.3010299956639812,0.0,0.11394335230683679,0.17609125905568124
CC(=O)N(CC[C@@](CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C,0.414973347970818,0.7347998295888469,,0.8976270912904415,1.0791812460476249
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0.13033376849500614,0.9206450014067876,,0.43136376415898736,0.48429983934678583
CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,0.4424797690644485,0.48713837547718647,0.0,1.1772478362556233,1.1931245983544616
CC(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)O,,1.271841606536499,,,-1.0969100130080565
CC(=O)NC(CS)C(=O)O,-0.2596373105057561,0.4913616938342727,-0.7695510786217261,0.47712125471966244,0.7403626894942439
CC(=O)NC(CSSCC(N)C(=O)O)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(N)=O,0.2966651902615311,0.22271647114758325,,1.2988530764097066,1.2798949800116382
CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,-0.13076828026902382,-0.16749108729376366,-1.0,1.2576785748691846,1.2695129442179163
CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCNC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,-0.4089353929735008,0.07918124604762482,-0.8538719643217619,0.7323937598229685,1.0791812460476249
CC(=O)NCCCS(=O)(=O)O,-0.5228787452803376,0.5740312677277188,0.0,0.1875207208364631,0.505149978319906
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,-0.23657200643706275,0.25527250510330607,-0.16115090926274472,0.7323937598229685,0.6532125137753437
CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)CC3NC(=O)C(N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)C(NC3=O)C(=O)NC4C(=O)NC3C(=O)NC2C(=O)NC(C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,-0.08092190762392612,-0.6020599913279624,-1.0457574905606752,1.7489628612561614,1.7339992865383869
CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCC(C)C)Oc3ccc(cc3Cl)CC3NC(=O)C(N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)C(NC3=O)C(=O)NC4C(=O)NC3C(=O)NC2C(=O)NC(C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,-0.37675070960209955,-1.0457574905606752,-1.4814860601221125,1.893206753059848,1.8247764624755456
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,-0.7695510786217261,0.43136376415898736,0.0,0.0,0.11394335230683679
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,-0.585026652029182,0.23044892137827394,0.0,0.414973347970818,0.25527250510330607
CC(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1,0.37657695705651195,-0.3467874862246563,-0.3979400086720376,1.9444826721501687,1.845098040014257
CC(=O)Nc1ccc(O)cc1,0.0,0.6989700043360189,-0.28399665636520083,0.5185139398778875,0.3979400086720376
CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1,,0.35793484700045375,-0.03151705144606486,,1.0863598306747482
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,1.1442627737619906,-0.09691001300805639,-1.5228787452803376,2.482873583608754,2.359835482339888
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-0.431798275933005,-0.18708664335714442,-1.3979400086720375,0.9777236052888478,
CC(=O)OC1=C(C(CCC=C(C)C)C(=O)O)C2C[C@@H](O)[C@H]3[C@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]3(C)[C@@]2(C)C1,-0.6382721639824072,-0.45593195564972444,-1.6989700043360187,1.0253058652647702,0.9912260756924949
CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)[C@@H]3OC(=O)O[C@]3([C@@H](OC(=O)c3ccccc3)[C@H]3[C@](C)(C1=O)[C@@H](O)C[C@H]1OC[C@]13OC(C)=O)C2(C)C,1.1408221801093106,0.9095560292411753,,1.4531653925258572,1.4785664955938433
CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@@H]4C[C@@]43C1=O)C2(C)C,1.2304489213782739,1.0334237554869496,,1.416640507338281,1.530199698203082
CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@H]3[C@](C)(C1=O)[C@@H](O)C[C@H]1OC[C@]13OC(C)=O)C2(C)C,0.47712125471966244,0.8061799739838872,-0.9208187539523752,0.8920946026904804,1.0413926851582251
CC(=O)OC=C1CSC2C(NC(=O)CC#N)C(=O)N2C1C(=O)O,-0.3098039199714864,0.5670263661590603,,0.3443922736851107,0.3053513694466238
CC(=O)OC=C1CSC2C(NC(=O)CSc3ccncc3)C(=O)N2C1C(=O)O,-0.8860566476931633,0.43136376415898736,-0.2596373105057561,-0.09691001300805639,0.07918124604762482
CC(=O)OC=C1CSC2C(NC(=O)Cc3cccs3)C(=O)N2C1C(=O)O,-1.154901959985743,0.25527250510330607,-0.6575773191777937,-0.18708664335714442,-0.022276394711152257
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,0.3222192947339193,1.146128035678238,-1.3979400086720375,0.3979400086720376,1.0413926851582251
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,-0.45593195564972444,0.47712125471966244,-0.00877392430750515,0.2787536009528289,0.2787536009528289
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,-0.5228787452803376,0.6532125137753437,-0.6020599913279624,0.04139268515822508,0.14612803567823798
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,-0.6989700043360187,0.17609125905568124,-1.0457574905606752,0.3424226808222063,0.2787536009528289
CC(=O)O[C@H]1C[C@]2(O)[C@H]3CC[C@H]4C[C@H](O[C@H]5C[C@@H](O)[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@H]7C[C@@H](O)[C@@H](O)[C@H](C)O7)[C@H](C)O6)[C@H](C)O5)CC[C@@]4(C)[C@H]3CC[C@]2(C)C1c1coc(O)c1,-0.10790539730951958,0.9395192526186185,-1.154901959985743,1.8591382972945307,1.7126497016272113
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0.11727129565576427,2.326949994165999,,-1.0,-1.207608310501746
CC(=O)Oc1ccccc1C(=O)O,-0.6575773191777937,1.0791812460476249,-0.16749108729376366,-0.5228787452803376,-0.585026652029182
CC(=O)[C@@]1(O)C=C(O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(c(O)c3c(O)c4ccccc4c(O)c3c2O)C1,1.5797835966168101,1.3802112417116061,-1.1191864077192086,1.414973347970818,1.2041199826559248
CC(=O)[C@@]1(O)C=C(O[C@H]2C[C@H](N3CC3)[C@H](OS(C)(=O)=O)[C@H](C)O2)c2c(c(O)c3c(O)c4ccccc4c(O)c3c2O)C1,0.46982201597816303,1.371806458507416,-2.2218487496163566,0.320146286111054,0.865103974641128
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,-1.0969100130080565,-0.2076083105017461,-1.8239087409443189,0.36172783601759284,0.3222192947339193
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,-1.3979400086720375,-0.11918640771920865,-2.2218487496163566,-0.05551732784983137,0.3222192947339193
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,-0.9208187539523752,-0.18708664335714442,-2.0,0.43136376415898736,0.3242824552976926
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,-0.6575773191777937,-0.2924298239020636,-3.0,0.8573324964312685,0.9956351945975499
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-0.8860566476931633,0.2041199826559248,-2.0969100130080562,0.14612803567823798,0.3222192947339193
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,-1.0,-0.22184874961635637,-1.6989700043360187,0.4471580313422192,0.35024801833416286
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,1.2785249647370176,1.8100307864058396,,0.6901960800285137,0.6354837468149122
CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,-0.38721614328026455,-0.3979400086720376,-1.3010299956639813,1.2227164711475833,0.9912260756924949
CC(C)(C)/[N+]([O-])=C/c1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,-0.744727494896694,0.13033376849500614,-0.22184874961635637,0.3424226808222063,0.5563025007672873
CC(C)(C)C(NC(=O)C(CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.04139268515822508,0.4913616938342727,-0.6989700043360187,0.7708520116421442,0.9731278535996987
CC(C)(C)C1(O)CC2OC(=O)CC23C(=O)OC2OC(=O)C(O)C231,0.3979400086720376,1.0,,0.6020599913279624,0.505149978319906
CC(C)(C)NC(=O)C1CC[C@H]2[C@@H]3C=CC4=CC(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,-0.2676062401770315,-0.4814860601221125,-1.5228787452803376,1.4313637641589874,1.4313637641589874
CC(C)(C)NC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0.04139268515822508,0.38021124171160603,-1.0222763947111522,0.8808135922807914,0.7781512503836436
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,-0.08618614761628333,1.255272505103306,-0.44369749923271273,-0.11918640771920865,0.0
CC(C)(C)NC(=O)C1C[C@@H]2CCCC[C@@H]2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,0.5563025007672873,1.1139433523068367,-1.5528419686577808,0.6627578316815741,1.1139433523068367
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,0.5185139398778875,0.6901960800285137,-0.4089353929735008,1.0413926851582251,1.0413926851582251
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.2787536009528289,0.4623979978989561,-0.8538719643217619,1.0413926851582251,0.9637878273455552
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.17609125905568124,0.5314789170422551,-0.12493873660829995,0.8692317197309762,1.1760912590556813
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.2787536009528289,0.8920946026904804,-0.036212172654444715,0.6127838567197355,0.38021124171160603
CC(C)(C)NC[C@@H](O)COc1cccc2c1CCC(=O)N2,,1.0043213737826426,,,0.6720978579357175
